EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
182321,PHILADELPHIA CO.,TACONY,06/13/2009,2041,Flood, , ,0,0,0,0,PA,EST-5, ,28056,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,NNW,2,SSW,BUSTLETON,06/13/2009,2339,40.0487,-75.0434,40.0533,-75.0395,Runoff from the heavy rain in Montgomery County caused flooding along the Pennypack Creek within Philadelphia. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 941 p.m. EDT on the 13th through 1239 a.m. EDT on the 14th. It crested at 7.8 feet at 1130 p.m. EDT on the 13th.,Slow moving thunderstorms with heavy rain affected eastern Pennsylvania during the afternoon and evening on the 13th and caused flooding. The thunderstorms formed near an inverted trof boundary that extended north from a low pressure system in North Carolina.,41
193437,PHILADELPHIA CO.,MANAYUNK,08/02/2009,1002,Flood, , ,0,0,0,0,PA,EST-5, ,30289,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,ESE,1,E,SHAWMONT,08/02/2009,2221,40.014,-75.2081,40.0324,-75.2031,"Runoff from the series of thunderstorms during the first half of the day on the 2nd, espeically in Montgomery County, caused flooding along the Wissahickon Creek within Philadelphia. The Wisshaickon Creek at its mouth with the Schuylkill River was above its 5 foot flood stage from 1102 a.m. EDT through 1121 p.m. EDT on the 2nd. It crested at 7.93 feet at 615 p.m. EDT. Flooding along the Pennypack Creek at the Rhawn Street Bridge also continued into the evening. The creek was above its 7 foot flood stage from 1129 a.m. EDT through 956 p.m. EDT on the 2nd. It crested at 11.02 feet at 7 p.m. EDT.","A warm front that moved northeast in the morning and a cold front that arrived from the west late in the day on the 2nd resulted in numerous showers and thunderstorms across the area with heavy rain and flash flooding. The region was already saturated from all of the heavy rain that fell during the last week of July. Doppler Radar storm total estimates reached as high as 4 to 5 inches across eastern Chester, southern Montgomery and southwestern Bucks Counties and caused flash flooding. Doppler Radar storm total estimates also exceeded 3 inches in parts of western and southern Berks County. Because of the flooding, Pennsylvania Governor Ed Rendell requested and received approval from the United States Small Business Administration to have disaster area declaration for Berks, Bucks, Chester, Delaware, Lehigh, Montgomery and Philadelphia Counties.",42
193506,PHILADELPHIA CO.,CRESCENTVILLE,08/09/2009,500,Flood, , ,0,0,25000,0,PA,EST-5, ,30507,C,101,PHI,0,0,Newspaper,Heavy Rain, , ,1,NW,1,WNW,ROXBOROUGH,08/09/2009,826,40.0393,-75.1118,40.0555,-75.2431,"Heavy rain that fell between 5 a.m. EDT and 8 a.m. EDT caused flooding along the Green Tree Run for the second consecutive Sunday on the 9th. Many vehicles were caught in the intersection of Eva Street and Gettsburg Avenue when it flooded. Debris accumulated near homes and erosion occurred along Gettsburg Avenue. Along Shawmont Avenue, Green tree Run blew away three feet of stream bed. Elsewhere within Philadelphia, the Frankford Creek at Castor Avenue also flooded. It was above its 7 foot flood stage from 816 a.m. EDT through 926 a.m. EDT on the 9th. It crested at 11.02 feet at 845 a.m. EDT. Doppler Radar storm total estimates reached between 1 and 2 inches within Philadelphia. The  storm total from Philadelphia International Airport was 0.92 inches.","A northward moving warm front during the morning of the 9th, produced showers with heavy rain. This caused some poor drainage flooding as well as flooding of some streams within Philadelphia including the Frankford Creek.",43
194372,PHILADELPHIA CO.,CRESCENTVILLE,08/29/2009,2144,Flood, , ,0,0,0,0,PA,EST-5, ,31572,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,SSE,1,S,CRESCENTVILLE,08/29/2009,2150,40.0164,-75.0957,40.0167,-75.098,Runoff from the heavy rain that fell in the northwestern part of Philadelphia caused minor flooding along the Frankford Creek. The Frankford Creek at Castor Avenue was above its 7 foot flood stage for six minutes from 1044 p.m. EDT through 1050 p.m. EDT on the 29th. It crested at 7.15 feet at 1045 p.m. EDT. Doppler Radar storm total estimates in the northwestern part of Philadelphia reached 2.5 inches.,"A frontal boundary slowly lifted northward during the 29th. Plenty of moisture flowed northward and included some moisture from once Tropical Storm Danny. As a cold front moved through the region, showers and thunderstorms formed, some of which produced heavy rainfall and localized flooding during the evening hours of the 29th.",44
198311,PHILADELPHIA CO.,TACONY,10/24/2009,2225,Flood, , ,0,0,0,0,PA,EST-5, ,33441,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,N,1,SSW,BUSTLETON,10/25/2009,110,40.0454,-75.033,40.0647,-75.0353,"Runoff from the heavy rain earlier in the evening in both Philadelphia and Montgomery Counties caused flooding along the Pennypack Creek. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 1125 p.m. EDT on the 24th through 210 a.m. EDT on the 25th. It crested at 7.39 feet at 115 a.m. EDT on the 25th.  Event precipitation totals included 1.61 inches at the Northeast Philadelphia Airport, 1.52 inches at the Philadelphia International Airport and 1.50 inches within Philadelphia.",A slow moving cold front helped trigger showers and thunderstorms with heavy rain that fell during the late afternoon and early evening on the 24th.  Event precipitation totals averaged 1.5 to 3.0 inches across southeastern Pennsylvania with the heaviest rain across the fall line region from eastern Chester County northeast across southern or lower Montgomery and Bucks Counties. This caused flash flooding during the early evening and runoff flooding through the night of the 24th.,45
198312,PHILADELPHIA CO.,GERMANTOWN,10/24/2009,2251,Flood, , ,0,0,0,0,PA,EST-5, ,33441,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,W,2,E,SHAWMONT,10/25/2009,349,40.0288,-75.1918,40.0303,-75.2004,"Runoff from the heavy rain earlier in the evening in both Philadelphia and Montgomery Counties caused flooding along the Wissahickon Creek. The Wissahickon Creek at its mouth with the Schuylkill River was above its 5 foot flood stage from 1151 p.m. EDT on the 24th through 449 a.m. EDT on the 25th. It crested at 5.75 feet at 245 a.m. EDT on the 25th.  Event precipitation totals included 1.61 inches at the Northeast Philadelphia Airport, 1.52 inches at the Philadelphia International Airport and 1.50 inches within Philadelphia.",A slow moving cold front helped trigger showers and thunderstorms with heavy rain that fell during the late afternoon and early evening on the 24th.  Event precipitation totals averaged 1.5 to 3.0 inches across southeastern Pennsylvania with the heaviest rain across the fall line region from eastern Chester County northeast across southern or lower Montgomery and Bucks Counties. This caused flash flooding during the early evening and runoff flooding through the night of the 24th.,46
202789,PHILADELPHIA CO.,BUSTLETON,12/09/2009,813,Flood, , ,0,0,0,0,PA,EST-5, ,34350,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,W,1,SE,SHAWMONT,12/09/2009,1922,40.0811,-75.0469,40.025,-75.2217,"Runoff from heavy rain caused poor drainage flooding and creek flooding within Philadelphia. The Frankford Creek at Castor Avenue was above its 7 foot flood stage from 813 a.m. EST through 845 a.m. EST on the 9th. It crested at 7.36 feet at 830 a.m. EST. The Wissahickon Creek at its mouth with the Schuylkill River was above its 5 foot flood stage from 831 a.m. EST through 554 p.m. EST on the 9th. It crested at 6.17 feet at 3 p.m. EST. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 830 a.m. EST through 722 p.m. EST on the 9th. It crested at 8.71 feet at 130 p.m. EST. Event precipitation totals included 2.13 inches at the Philadelphia International Airport, 2.02 inches in Wyndmoor and Rockledge.","An intense low pressure system that moved through the Great Lakes on the 9th produced a strong southerly flow of moist air from the Gulf of Mexico and Atlantic Ocean. Rain, with some snow at the start, began falling during the late evening of the 8th and ended by Noon EST on the 9th across Berks County and Philadelphia and the nearby suburbs. The rain fell heavy at times between 5 a.m. EST and 9 a.m. EST on the 9th. Event precipitation totals averaged around two inches. The concentration of the heavy rain and some headwater snow melt in a relatively short period of time produced poor drainage flooding as well as flooding of some of the streams and creeks in the southeastern part of Pennsylvania.",47
207648,PHILADELPHIA CO.,TACONY,12/26/2009,1533,Flood, , ,0,0,0,0,PA,EST-5, ,34726,C,101,PHI,0,0,River/Stream Gage,Heavy Rain / Snow Melt, , ,0,N,1,WSW,TORRESDALE,12/27/2009,539,40.02,-75.03,40.0455,-75.015,The Wissahickon Creek at its mouth with the Schuylkill River was above its 5 foot flood stage from 333 p.m. EST on the 26th through 539 a.m. EST on the 27th. It crested at 6.10 feet at 145 a.m. EST on the 27th. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 730 p.m. EST on the 26th  through 306 a.m. EST on the 27th. It crested at 7.82 feet at 116 a.m. EST on the 27th. Event precipitation totals included 2.16 inches at the Northeast Philadelphia Airport and 2.06 inches at the Philadelphia International Airport.,"The combination of melting snow and heavy rain produced field, poor drainage and stream and creek flooding in southeastern Pennsylvania throughout the Philadelphia Metropolitan Area.  Rain began falling during the evening of the 25th and fell at a nearly steady rate. The heaviest rain fell during the late afternoon and early evening of the 26th. The rain ended late in the evening on the 26th. Event precipitation totals across eastern Pennsylvania averaged between 1.0 and 2.5 inches with the highest amounts in and around Philadelphia. ||The steady rain was caused by a strong southerly flow of air from the Gulf of Mexico around an intense low pressure system that spent much of the 25th and 26th in Iowa before weakening and drifting to the northeast. The mild weather also rapidly melted the large snow pack that was present in southeastern Pennsylvania. The rain ended after this low's occluded front moved through the state.",48
211231,PHILADELPHIA CO.,MANAYUNK,01/25/2010,1147,Flood, , ,0,0,0,0,PA,EST-5, ,35135,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,ESE,2,N,TACONY,01/25/2010,2135,40.0111,-75.2014,40.0452,-75.0346,"The Wissahickon Creek at its mouth with the Schuylkill River was above its 5 foot flood stage from 1147 a.m. EST through 935 p.m. EST on the 25th. It crested at 6.44 feet at 530 p.m. EST. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 120 p.m. EST through 622 p.m. EST on the 25th. It crested at 8.34 feet at 430 p.m. EST. Minor flooding also occurred along the Delaware River at high tide. The Delaware River in Philadelphia reached 8.30 feet above mean lower low water at 906 a.m. EST on the 25th. Minor tidal flooding starts at 8.2 feet above mean lower low water. Event precipitation totals included 1.88 inches in Wyndmoor, 1.62 inches in Rockledge and 1.27 inches at the Philadelphia International Airport.","Heavy rain that fell during the first half of the day on the 25th caused some river and poor drainage flooding in southeastern Pennsylvania.  Event precipitation totals averaged 1.5 to 2 inches, but most of it fell between 6 a.m. and Noon EST. The rain began falling intermittently during the evening of the 24th and became steadier toward morning. The steady rain ended during the early afternoon on the 25th.||The heavy rain was caused by a strong south flow from the Gulf of Mexico. A low pressure system formed over the Gulf Coast states on the morning of the 24th and moved just east of the Appalachians and passed through Maryland and Pennsylvania during the morning of the 25th. The strong south flow and rain ended after its cold front moved through Eastern Pennsylvania during the early afternoon of the 25th.",49
222402,PHILADELPHIA CO.,FOX CHASE,03/13/2010,1429,Flood, , ,0,0,0,0,PA,EST-5, ,36310,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,ESE,2,NNW,TACONY,03/13/2010,2356,40.0588,-75.0506,40.0438,-75.0385,"The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 229 p.m. EST through 1156 p.m. EST on the 13th. It crested at 8.64 feet at 10 p.m. EST. In addition to the poor drainage and creek flooding, the combination of the fresh water runoff and the onshore flow caused minor tidal flooding along the Delaware River and its tributaries from the afternoon high tide on the 13th through the early morning high tide on the 15th. The highest tides occurred on the afternoon of the 14th. The high tide in Philadelphia reached 9.09 feet above mean lower low water. This was barely below the level at which moderate tidal flooding begins (9.2 feet above mean lower low water). Event precipitation totals included 3.95 inches in Fox Chase, 3.76 inches at the Philadelphia International Airport and 3.45 inches at the Franklin Institute.","Four days of rain, heaviest on the 13th, culminated in flooding across southeastern Pennsylvania. Event precipitation totals ranged from around 2 inches in the Poconos to 3 to 5 inches in the local Philadelphia area. Periods of rain started during the morning of the 12th and on the 13th fell at the heaviest during the daylight hours. Periods of lighter rain persisted into the 14th and 15th. The area avoided the heaviest rain that fell with the system over New Jersey.||The heavy rain was caused by a slow moving low pressure system that had a tremendous fetch of moist air from the Atlantic Ocean. The low pressure system moved from the South Carolina coast on the morning of the 12th, into Virginia on the morning of the 13th, to Delaware on the morning of the 14th and then drifted slowly east over the next two days as it was captured by an upper level system. ||The flooding occurred on the weekend when eastern daylight time began. Some of the river flooding started on Eastern Standard Time and ended on Eastern Daylight Time, we apologize for any confusion this causes.",50
222453,PHILADELPHIA CO.,TORRESDALE,03/29/2010,310,Flood, , ,0,0,0,0,PA,EST-5, ,36802,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,W,1,S,BUSTLETON,03/29/2010,742,40.051,-75.0302,40.0597,-75.0347,The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 410 a.m. EDT through 842 a.m. EDT on the 29th. It crested at 7.62 feet at 7 a.m. EDT. Event precipitation totals included 3.03 inches at the Northeast Philadelphia Airport and 2.30 inches at the Philadelphia International Airport.,"A series of low pressure systems that brought between two and four inches of rain from the evening of the 28th into the early morning of the 31st. Coupled with already wet antecedent conditions, this caused renewed flooding in southeastern Pennsylvania. The heaviest rain came in two shots, one that fell from the evening of the 28th into the early morning of the 29th and the second that fell during the daylight hours on the 30th.||The heavy rain was caused by a series of low pressure systems. The first one emerged from the southern Rockies on the morning of the 27th, reached the lower Ohio Valley on the morning of the 28th and started to weaken. Another low pressure system formed on its occluded front farther to the south and by 2 a.m. EDT on the 29th reached the Washington D.C. Metropolitan Area. This low pressure system too weakened as yet another one formed along the Carolina Coast during the morning of the 29th. This low pressure system moved slowly north and at 8 p.m. EDT on the 29th was located off of the North Carolina coast. It continued to intensify and at 8 a.m. EDT on the 30th, it was a 992 millibar low pressure system east of Atlantic City, New Jersey and at 2 p.m. EDT on the 30th, a 988 millibar low pressure system just south of Long Island, New York. From there it was captured by the upper level low and slowly weakened. At 8 p.m. EDT on the 30th, the surface low pressure system was located over central Long Island and then drifted very slowly southeast overnight.||This culminated a much wetter than normal month of March for Southeastern Pennsylvania. At the Philadelphia International Airport, the monthly precipitation total of 7.33 inches was the third wettest March on record.",51
222454,PHILADELPHIA CO.,TORRESDALE,03/30/2010,1513,Flood, , ,0,0,0,0,PA,EST-5, ,36802,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,W,1,S,BUSTLETON,03/30/2010,1817,40.051,-75.0302,40.0597,-75.0347,The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage again from 413 p.m. EDT through 717 p.m. EDT on the 30th. It crested at 7.11 feet at 545 p.m. EDT.  Event precipitation totals included 3.03 inches at the Northeast Philadelphia Airport and 2.30 inches at the Philadelphia International Airport.,"A series of low pressure systems that brought between two and four inches of rain from the evening of the 28th into the early morning of the 31st. Coupled with already wet antecedent conditions, this caused renewed flooding in southeastern Pennsylvania. The heaviest rain came in two shots, one that fell from the evening of the 28th into the early morning of the 29th and the second that fell during the daylight hours on the 30th.||The heavy rain was caused by a series of low pressure systems. The first one emerged from the southern Rockies on the morning of the 27th, reached the lower Ohio Valley on the morning of the 28th and started to weaken. Another low pressure system formed on its occluded front farther to the south and by 2 a.m. EDT on the 29th reached the Washington D.C. Metropolitan Area. This low pressure system too weakened as yet another one formed along the Carolina Coast during the morning of the 29th. This low pressure system moved slowly north and at 8 p.m. EDT on the 29th was located off of the North Carolina coast. It continued to intensify and at 8 a.m. EDT on the 30th, it was a 992 millibar low pressure system east of Atlantic City, New Jersey and at 2 p.m. EDT on the 30th, a 988 millibar low pressure system just south of Long Island, New York. From there it was captured by the upper level low and slowly weakened. At 8 p.m. EDT on the 30th, the surface low pressure system was located over central Long Island and then drifted very slowly southeast overnight.||This culminated a much wetter than normal month of March for Southeastern Pennsylvania. At the Philadelphia International Airport, the monthly precipitation total of 7.33 inches was the third wettest March on record.",52
265686,PHILADELPHIA CO.,(PHL)PHILADELPHIA IN,10/01/2010,54,Flood, , ,0,0,50000,0,PA,EST-5, ,43979,C,101,PHI,0,0,County Official,Heavy Rain, , ,0,N,3,W,OVERBROOK,10/01/2010,2011,39.88,-75.25,39.9814,-75.303,"The heavy rain and flooding forced residents to evacuate in Manayunk and East Falls along the Schuylkill River. Main Street and Shurs Lane were under water in Manayunk. One restaurant was flooded. The Manayunk Dragon Boat Racing Team saw its dock and five boats swept away in the Schuylkill River. In all about 6 businesses and 68 residences suffered minor flood damage in Philadelphia with most of the damage occurring in Manayunk (Schuylkill River) and Eastwick (Cobbs Creek). Most of it was basement flooding. One apartment complex was evacuated. The building was elevated so the apartments did not sustain any damage, however approximately 20 of the ground level garages flooded. .||The Schulykill River in Philadelphia had moderate flooding. The river was above its 11 foot flood stage from 507 a.m. EDT through 911 p.m. EDT on the 1st. It crested at 13.05 feet at 1 p.m. EDT. The Wissahickon Creek at its mouth was above its 5 foot flood stage from 247 a.m. EDT through 409 p.m. EDT on the 1st. It crested at 7.46 feet at 1115 a.m. EDT. The Pennypack Creek at the Rhawn Street was above its 7 foot flood stage from 305 a.m. EDT through 1250 p.m. EDT on the 1st. It crested at 9.21 feet at 5 a.m. EDT. The Frankford Creek at Castor Avenue was above its 7 foot flood stage from 154 a.m. EDT through 600 a.m. EDT on the 1st. It crested at 9.31 feet at 430 a.m. EDT.||Event precipitation totals included 5.57 inches at the Franklin Institute, 5.41 inches at the Philadelphia International Airport and 4.18 inches at the Northeast Philadelphia Airport.","A series of low pressure systems that moved north along a slowly moving cold front brought heavy rain into Eastern Pennsylvania on September 30th and October 1st. Event precipitation totals average 5 to 10 inches with the highest amounts in the Philadelphia western suburbs. Many streams and rivers flooded, but the worst flooding occurred in Delaware, Chester, Montgomery and Philadelphia Counties where waterways crested at moderate to major levels. For many gaged waterways, it was the worst flooding since June of 2006. Around Delaware County it was described as the worst flooding since Hurricane Floyd in 1999. The first round of heavy rain occurred during the early morning of September 30th, but extremely dry antecedent soil conditions were able to absorb most of the heavy rain and mainly just poor drainage flooding occurred. The second and heavier round of precipitation moved in during the evening of September 30th and continued into the morning of October 1st. The rain ended during the morning of October 1st. ||A low pressure system formed along a stationary front off the Carolina Coast during the night of September 29th. At 8 a.m. EDT on September 30th, it moved into central North Carolina and continued to move north.  The low slowly weakened as it moved north and reached Pennsylvania on the evening of September 30th. Another low pressure system formed off the Carolina coast during the late morning of September 30th. This low was able to ingest tropical moisture associated with dissipating Tropical Storm Nicole. At 8 p.m. EDT on the 30th, the low pressure system moved north into eastern North Carolina and at 2 a.m. EDT on October 1st, it moved into the Delmarva Peninsula. At 8 a.m. EDT on October 1st, the low pressure system was just east of Atlantic City on its way to passing through eastern Long Island during the afternoon of October 1st.",53
293603,PHILADELPHIA CO.,ROXBOROUGH,03/11/2011,745,Flood, , ,0,0,0,0,PA,EST-5, ,47639,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,W,1,NW,WEST PHILADELPHIA,03/11/2011,1030,40.0467,-75.2656,39.9578,-75.1878,"The Schuylkill River in Philadelphia was above its 11 foot flood stage from 745 a.m. EST through 1030 a.m. EST on the 11th. It crested at 11.03 feet at 830 a.m. EST on the 11th. The combination of the up the Delaware Bay and River wind flow and freshwater runoff produced minor tidal flooding along the Delaware River and tidal sections of its tributaries during the late afternoon high tide cycle on the 10th and the early morning high tide cycle on the 11th. The highest tide occurred on the 11th and reached 9.01 feet above mean lower low water in Philadelphia. Minor tidal flooding starts at 8.20 feet above mean lower low water. Moderate tidal flooding starts at 9.20 feet above mean lower low water.||Event precipitation amounts included 1.92 inches in Wyndmoor, 1.46 inches at the Philadelphia International Airport and 1.27 inches in Rockledge.","For the second time within a week heavy rain fell across Eastern Pennsylvania. An additional 1.5 to 5 inches of precipitation fell and caused more widespread river, stream and poor drainage flooding including the Delaware, Lehigh and Schuylkill Rivers. On average moderate flooding occurred on the Lehigh River, with several locations recording top ten crests. Generally minor flooding occurred on the Delaware and Schuylkill Rivers. Snowmelt in the upper reaches of the Lehigh and Delaware Basins contributed ti the flooding. The worst reported damage was along the towpaths of the Lehigh River in Northampton County and the Delaware River in Bucks County. The heaviest precipitation amounts occurred in the Poconos, while the lightest precipitation amounts occurred in and around Philadelphia. Precipitation started during the late evening of the 9th, fell heavy at times during the daylight hours and evening on the 10th and ended between 3 a.m. EST and 6 a.m. EST on the 11th. | |The heavy rain was caused by a low pressure system that moved from the Southern Plains on the morning of the 8th northeast into Iowa on the morning of the 9th, Michigan on the morning of the 10th and into the eastern Great Lakes by the morning of the 11th. This system was able to tap moisture from both the Gulf of Mexico and Atlantic Ocean and lift it over its frontal boundaries. The deep southeast flow was able to enhance the precipitation further over the higher terrain of Eastern Pennsylvania. The rain ended once the low's occluded front moved through Pennsylvania on the 11th.",54
303307,PHILADELPHIA CO.,FOX CHASE,04/16/2011,1954,Flood, , ,0,0,0,0,PA,EST-5, ,48676,C,101,PHI,0,0,Newspaper,Heavy Rain, , ,2,ESE,0,SE,SHAWMONT,04/17/2011,650,40.0588,-75.0506,40.0251,-75.2244,"Heavy rain caused poor drainage flooding as well as flooding along several creeks within Philadelphia. Moderate flooding occurred along the Pennypack and Frankford Creeks and minor flooding occurred along the Wissahickon Creek. Flooding along the Wissahickon Creek closed Lincoln Drive. The eastbound lanes of the Schuylkill Expressway were closed near Montgomery Drive because of a mudslide. Flooding also occurred in the city's Bridesburg section near the Frankford Creek. A man had to be rescued from the top of a vehicle at the intersection of Hadley and Richmond Streets. Tidal flooding also occurred along the Delaware River.||The Frankford Creek at Castor Avenue was above its 7 foot flood stage from 902 p.m. EDT through 1027 p.m. EDT on the 16th. It crested at 9.84 feet at 930 p.m. EDT. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 929 p.m. EDT on the 16th through 620 a.m. EDT on the 17th. It crested at 10.18 feet at 1130 p.m. EDT on the 16th. The Wissahickon Creek at its mouth was above its 5 foot flood stage from 854 p.m. EDT on the 16th through 750 a.m. EDT on the 17th. It crested at 6.91 feet at 230 a.m. EDT on the 17th. Storm precipitation totals included 3.12 inches at the Philadelphia International Airport, 2.98 inches at the Northeast Philadelphia Airport, 2.78 inches in Wyndmoor and 2.51 inches in Rockledge.",Heavy rain caused poor drainage flooding in Eastern Pennsylvania and mainly minor to moderate creek and  river flooding in Berks County and Southeastern Pennsylvania. The rain began during the morning of the 16th and fell at its heaviest during thunderstorms on the evening of the 16th. The rain ended during the early morning of the 17th. Precipitation totals averaged 1.5 to 3.0 inches with the highest amounts along the interstate 95 corridor and the Poconos.||The heavy rain was caused by a deep low pressure system that emerged from the Rockies on the 14th and moved northeast and reached the Great Lakes on the morning of the 16th and then north into Canada that evening. A strong high pressure system preceded it across southeast Canada and both pumped considerable moisture into the region from the Gulf of Mexico and the Atlantic Ocean. The rain ended shortly after the low's occluded front moved through Pennsylvania.,55
336851,PHILADELPHIA CO.,CRESCENTVILLE,07/25/2011,1929,Flood, , ,0,0,0,0,PA,EST-5, ,53063,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,ENE,1,SSW,CRESCENTVILLE,07/26/2011,58,40.0332,-75.0834,40.0176,-75.1087,Thunderstorms with heavy rain caused poor drainage flooding and creek flooding within Philadelphia. The Frankford Creek at Castor Avenue was briefly above its 7 foot flood stage from 829 p.m. through 832 p.m. EDT on the 25th. It crested at 7.06 at 830 p.m. EDT. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 104 a.m. EDT through 158 a.m. EDT on the 26th. It crested at 7.11 feet at 130 a.m. EDT. Event precipitation totals included 1.37 inches in Northeast Philadelphia.,"Several waves of thunderstorms preceding a cold front produced heavy rain across Eastern Pennsylvania during the afternoon and first half of the evening on the 25th. The thunderstorms caused poor drainage and creek flooding in the Lehigh Valley and the local Philadelphia area. Where thunderstorms moved over similar locations,  storm totals reached 3 to 6 inches in Northampton and Carbon Counties and 2 to 4 inches in Chester County.",56
345527,PHILADELPHIA CO.,FOX CHASE,08/14/2011,1045,Flood, , ,0,0,0,0,PA,EST-5, ,53737,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,2,ESE,2,NNW,TACONY,08/14/2011,1045,40.0588,-75.0506,40.0465,-75.0483,Runoff flooding from heavy rain continued on the Pennypack Creek through the afternoon and into the evening of the 14th. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 651 a.m. EDT through 821 p.m. EDT on the 14th. It crested at 7.64 feet at 415 p.m. EDT. Event precipitation totals included 5.80 inches in Rockledge and at the Philadelphia International Airport and 4.18 inches in Wyndmoor.,"A series of thunderstorms preceding a cold front dropped three to six inches of rain across sections of Berks County, the Lehigh Valley, Philadelphia and its nearby suburbs. This caused flash flooding and flooding of streams and creeks that started in Berks County and the Lehigh valley during the evening of the 13th and spread to the local Philadelphia area during the morning of the 14th.",57
346404,PHILADELPHIA CO.,TORRESDALE,08/19/2011,1957,Flood, , ,0,0,0,0,PA,EST-5, ,57711,C,101,PHI,0,0,River/Stream Gage,Heavy Rain, , ,1,WNW,1,NW,BUSTLETON,08/20/2011,228,40.0563,-75.013,40.0889,-75.0432,"Runoff from the heavy rain that fell in Montgomery County caused flooding along sections of the Wissahickon and Pennypack Creeks within Philadelphia. While event precipitation totals were less than one inch in Philadelphia, they reached between two and three inches in lower Montgomery County.  The Wissahickon Creek at its mouth was above its 5 foot flood stage from 857 p.m. EDT on the 19th through 328 a.m. EDT on the 20th. It crested at 5.28 feet at Midnight EDT on the 20th. The Pennypack Creek at the Rhawn Street Bridge was above its 7 foot flood stage from 1112 p.m. EDT on the 19th through 226 a.m. EDT on the 20th. It crested at 7.92 feet at 100 a.m. EDT on the 20th.",The runoff from heavy rain caused flash flooding in Montgomery County during the evening of the 19th and creek flooding overnight on the 19th in lower Montgomery County and eastern Philadelphia.,58
